satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,work_accident,left,promotion_last_5years,department,salary
1.0,0.49,4,140,3,0,0,0,sales,47000
0.67,0.44,4,194,2,1,0,0,sales,47700
0.2,0.98,2,228,3,0,0,0,sales,49400
0.71,0.87,4,238,3,0,0,0,sales,51900
0.65,0.91,3,207,3,0,0,0,sales,49350
0.82,0.82,4,164,2,0,0,0,sales,46200
0.48,0.89,3,224,3,0,0,0,sales,50200
0.96,0.9,4,201,3,0,0,0,sales,50050
0.52,0.63,3,171,2,0,0,0,sales,45550
0.24,0.78,5,131,5,0,0,0,sales,51550
0.92,0.95,6,239,4,0,0,0,sales,55950
0.66,0.89,3,202,3,1,0,0,sales,49100
0.93,0.68,3,137,3,1,0,0,sales,45850
0.77,0.59,4,153,3,0,0,0,sales,47650
0.6,0.48,4,219,4,1,0,0,sales,52950
0.78,0.49,3,194,3,1,0,0,sales,48700
0.6,0.53,4,228,3,0,0,0,sales,51400
0.31,1.0,4,177,5,0,0,0,accounting,52850
0.49,0.68,3,181,3,0,0,0,accounting,48050
0.33,0.95,4,280,3,0,0,0,accounting,54000
0.76,0.91,3,133,2,0,0,0,hr,43650
0.65,0.63,3,237,3,0,0,0,hr,50850
0.88,0.75,5,152,3,0,0,0,hr,48600
0.52,0.92,5,280,6,1,0,0,hr,61000
0.48,0.5,6,253,4,0,0,0,technical,56650
0.2,0.59,5,105,4,0,0,0,technical,48250
0.93,0.84,3,159,3,0,0,0,technical,46950
0.55,0.92,4,257,2,0,0,0,technical,50850
0.73,0.64,3,202,4,0,0,0,technical,51100
0.57,0.56,3,241,3,0,0,0,technical,51050
0.63,0.8,3,267,3,0,0,0,technical,52350
0.23,0.88,4,175,6,0,0,0,technical,54750
0.93,0.53,3,257,2,1,0,0,technical,49850
0.78,0.86,4,240,3,0,0,0,technical,52000
0.75,0.73,5,181,3,1,0,0,technical,50050
0.61,0.82,3,271,3,0,0,0,support,52550
0.36,0.97,5,151,3,0,0,0,support,48550
0.59,0.67,2,168,3,0,0,0,support,46400
0.78,0.63,4,265,3,0,0,0,support,53250
0.93,0.53,5,204,2,0,0,0,support,49200
0.67,0.72,4,223,3,0,0,0,support,51150
0.52,0.63,4,136,2,0,0,0,support,44800
0.69,0.95,5,184,2,0,0,0,support,48200
0.25,0.8,5,186,4,1,0,0,support,52300
0.4,0.43,3,128,3,0,0,0,support,45400
0.98,0.83,5,211,3,0,0,0,support,51550
0.92,0.89,4,236,4,1,0,0,technical,53800
0.57,0.98,3,214,2,0,0,0,technical,47700
0.81,0.52,4,274,3,0,0,0,technical,53700
0.56,0.67,5,165,3,1,0,0,management,49250
0.86,0.71,5,235,4,0,0,0,IT,54750
0.74,0.9,4,189,2,0,0,0,IT,47450
0.57,0.61,3,112,5,0,0,0,IT,48600
0.9,0.64,3,163,3,0,0,0,IT,47150
0.8,0.57,3,162,2,0,0,0,IT,45100
0.22,0.8,4,149,5,0,0,0,product_mng,51450
0.73,0.84,4,238,2,0,0,0,product_mng,49900
0.48,0.47,3,160,3,0,0,0,product_mng,47000
0.52,0.94,3,263,3,0,0,0,product_mng,52150
0.53,0.71,4,271,3,0,0,0,IT,53550
0.97,0.48,4,221,3,0,0,0,RandD,51050
0.97,0.54,3,255,2,1,0,0,RandD,49750
0.54,0.88,4,170,4,0,0,0,RandD,50500
0.99,0.7,4,190,4,1,0,0,RandD,51500
0.79,0.76,4,216,4,0,0,0,RandD,52800
0.71,0.54,3,249,3,0,0,0,marketing,51450
0.82,0.76,3,174,3,0,0,0,sales,47700
0.6,0.7,4,265,4,1,0,0,accounting,55250
0.17,0.88,2,206,4,0,0,0,support,50300
0.73,0.6,4,222,3,0,0,0,technical,51100
0.69,0.54,5,152,3,1,0,0,management,48600
0.86,0.61,4,221,2,0,0,0,marketing,49050
0.67,0.55,5,239,2,0,0,0,marketing,50950
0.25,0.96,6,217,4,0,0,0,marketing,54850
0.65,0.66,3,164,2,0,0,0,sales,45200
0.81,0.56,3,142,3,0,0,0,sales,46100
0.58,0.53,4,181,3,1,0,0,sales,49050
0.14,0.57,4,207,5,0,0,0,sales,54350
0.15,0.37,2,167,3,0,0,0,sales,46350
0.98,0.51,3,243,2,0,0,0,sales,49150
0.91,0.5,4,231,3,0,0,0,sales,51550
0.86,0.71,4,250,3,1,0,0,sales,52500
0.56,0.63,3,145,2,0,0,0,sales,44250
0.58,0.77,4,190,6,0,0,0,sales,55500
0.54,0.64,2,128,2,0,0,0,sales,42400
0.59,0.99,5,254,3,1,0,0,sales,53700
0.92,0.88,3,145,4,1,0,0,sales,48250
0.82,0.8,4,246,3,0,0,0,sales,52300
0.86,0.68,5,246,2,0,0,0,sales,51300
0.66,0.77,5,236,3,0,0,0,sales,52800
0.85,0.66,3,234,3,0,0,0,sales,50700
0.8,0.6,3,247,2,0,0,0,sales,49350
0.99,0.61,3,154,3,0,0,0,sales,46700
0.25,0.45,3,228,5,0,0,0,accounting,54400
0.93,0.99,4,209,3,1,0,0,accounting,50450
0.5,0.54,5,173,2,0,0,0,accounting,47650
0.68,0.71,4,206,2,0,0,0,hr,48300
0.62,0.87,3,151,2,1,0,0,hr,44550
0.99,0.54,4,196,4,1,0,0,hr,51800
0.93,0.52,3,229,2,1,0,0,hr,48450
0.2,0.75,3,235,4,0,0,0,technical,52750
0.58,0.61,4,200,3,0,0,0,technical,50000
0.94,0.76,4,261,6,0,0,0,technical,59050
0.18,0.54,4,165,3,0,0,0,technical,48250
0.18,0.62,3,165,4,0,0,0,technical,49250
0.7,0.74,5,255,2,0,0,0,technical,51750
0.93,0.92,5,185,5,0,0,0,technical,54250
0.5,0.76,4,229,3,1,0,0,technical,51450
0.54,0.71,3,153,3,0,0,0,technical,46650
0.74,0.63,4,238,2,0,0,0,technical,49900
0.66,0.67,3,199,2,0,0,0,technical,46950
0.61,0.87,3,185,2,1,0,0,support,46250
0.74,0.98,3,196,6,1,0,0,support,54800
0.48,0.51,4,201,4,0,0,0,support,52050
0.65,0.84,3,189,2,1,0,0,support,46450
0.94,0.49,2,250,5,0,0,0,support,54500
0.91,0.79,4,254,2,0,0,0,support,50700
0.87,0.65,3,212,3,1,0,0,support,49600
0.23,0.79,5,196,5,1,0,0,support,54800
0.4,0.73,4,146,3,0,0,0,support,47300
0.68,0.85,3,250,3,0,0,0,support,51500
0.95,0.88,3,266,2,1,0,0,support,50300
0.63,0.96,4,133,2,0,0,0,technical,44650
0.47,0.53,4,181,3,0,0,0,technical,49050
0.2,0.5,6,282,6,1,0,0,technical,62100
0.72,0.84,2,173,2,1,0,0,management,44650
0.56,0.57,5,237,2,0,0,0,IT,50850
0.7,0.74,3,202,2,0,0,0,IT,47100
0.59,0.82,3,162,2,0,0,0,IT,45100
0.78,0.96,3,248,3,0,0,0,IT,51400
0.62,0.64,3,165,3,0,0,0,IT,47250
0.71,0.61,2,216,2,0,0,0,product_mng,46800
0.72,0.45,4,143,6,0,0,0,product_mng,53150
0.76,0.77,3,254,3,0,0,0,product_mng,51700
0.83,0.56,3,186,3,0,0,0,product_mng,48300
0.92,0.99,4,245,4,0,0,0,IT,54250
0.67,0.77,3,157,3,0,0,0,RandD,46850
0.56,0.45,3,184,3,0,0,0,RandD,48200
0.91,0.63,4,210,3,0,0,0,RandD,50500
0.56,0.86,4,137,2,1,0,0,RandD,44850
0.72,0.95,3,145,2,0,0,0,RandD,44250
0.56,0.86,4,181,3,0,0,0,marketing,49050
0.92,0.56,3,174,3,0,0,0,sales,47700
0.74,0.88,5,183,3,1,0,0,accounting,50150
0.88,0.84,4,171,4,1,0,0,support,50550
0.69,0.72,2,190,2,0,0,0,technical,45500
0.87,0.78,4,142,3,0,0,0,management,47100
0.98,0.5,3,198,3,0,0,0,marketing,48900
0.9,0.61,3,185,3,0,0,0,marketing,48250
0.49,0.87,4,171,3,1,0,0,marketing,48550
0.78,0.57,4,264,3,0,0,0,sales,53200
0.58,0.98,3,175,3,0,0,0,sales,47750
0.91,0.88,5,210,2,1,0,0,sales,49500
0.92,0.75,4,212,3,0,0,0,sales,50600
0.36,0.66,4,97,2,0,0,0,sales,42850
0.55,0.53,4,214,3,0,0,0,sales,50700
0.95,0.96,4,244,3,0,0,0,sales,52200
0.5,0.67,3,246,3,0,0,0,sales,51300
0.42,0.73,3,115,6,0,0,0,sales,50750
0.75,0.68,3,237,5,0,0,0,sales,54850
0.88,0.7,4,146,4,0,0,0,sales,49300
0.53,0.63,5,159,4,0,0,0,sales,50950
0.84,0.4,4,246,3,0,0,0,sales,52300
0.49,0.93,3,226,3,0,0,0,sales,50300
0.71,0.91,3,261,3,0,0,0,sales,52050
0.83,0.64,4,242,2,0,0,0,sales,50100
0.88,0.93,4,177,3,0,0,0,sales,48850
0.87,0.53,4,144,3,0,0,0,sales,47200
0.43,0.82,2,221,5,0,0,0,sales,53050
0.8,0.9,5,265,3,0,0,0,accounting,54250
0.32,0.67,5,224,4,1,0,0,accounting,54200
0.77,0.56,3,167,4,0,0,0,accounting,49350
0.97,0.77,3,245,3,0,0,0,hr,51250
0.98,0.63,4,232,2,0,0,0,hr,49600
0.62,0.64,5,229,2,0,0,0,hr,50450
0.53,0.94,4,128,6,0,0,0,hr,52400
0.93,0.49,3,211,2,0,0,0,technical,47550
0.51,0.91,4,194,2,0,0,0,technical,47700
0.76,0.76,4,214,3,0,0,0,technical,50700
0.69,0.89,3,216,4,0,0,0,technical,51800
0.58,0.6,4,222,3,0,0,0,technical,51100
0.98,0.77,4,144,4,0,0,0,technical,49200
0.58,0.54,3,287,6,0,0,0,technical,59350
0.57,0.97,4,224,4,0,0,0,technical,53200
0.84,0.79,4,157,4,0,0,0,technical,49850
0.15,0.67,5,216,6,0,0,0,technical,57800
0.88,0.72,5,181,4,0,0,0,technical,52050
0.69,0.99,3,133,3,0,0,0,support,45650
0.56,0.84,5,154,2,1,0,0,support,46700
0.49,0.58,3,265,3,0,0,0,support,52250
0.4,0.45,4,113,3,0,0,0,support,45650
0.67,0.36,3,280,4,0,0,0,support,55000
0.79,0.5,3,213,3,1,0,0,support,49650
0.47,0.44,5,255,5,1,0,0,support,57750
0.82,0.54,3,243,4,0,0,0,support,53150
0.82,0.87,3,206,2,0,0,0,support,47300
0.63,0.57,5,149,3,0,0,0,support,48450
0.91,0.53,2,273,3,0,0,0,support,51650
0.89,1.0,4,226,2,1,0,0,technical,49300
0.96,0.93,3,238,2,0,0,0,technical,48900
0.83,0.72,2,226,3,0,0,0,technical,49300
0.75,0.92,3,199,3,1,0,0,management,48950
0.75,0.82,5,202,3,1,0,0,IT,51100
0.41,0.69,2,152,4,1,0,0,IT,47600
0.96,0.94,3,167,3,0,0,0,IT,47350
0.58,0.79,4,130,3,0,0,0,IT,46500
0.74,0.89,3,229,3,0,0,0,IT,50450
0.78,0.74,4,261,3,1,0,0,product_mng,53050
0.5,0.72,3,182,2,1,0,0,product_mng,46100
1.0,0.52,4,198,3,0,0,0,product_mng,49900
0.85,0.91,3,244,3,0,0,0,product_mng,51200
0.82,0.89,4,275,3,0,0,0,IT,53750
0.19,0.81,5,245,5,0,0,0,RandD,57250
0.9,0.9,3,147,3,1,0,0,RandD,46350
0.59,1.0,4,275,3,0,0,0,RandD,53750
0.53,0.46,2,167,2,0,0,0,RandD,44350
0.57,0.5,5,149,5,1,0,0,RandD,52450
0.85,0.99,4,233,2,0,0,0,marketing,49650
0.64,0.67,5,167,2,0,0,0,sales,47350
0.57,0.54,3,159,3,1,0,0,accounting,46950
0.86,0.85,2,195,4,0,0,0,support,49750
0.6,0.7,5,229,2,0,0,0,technical,50450
0.17,0.76,4,199,5,0,0,0,management,53950
0.54,0.63,3,174,3,0,0,0,marketing,47700
0.35,0.78,5,275,4,0,0,0,marketing,56750
0.92,0.77,5,217,4,0,0,0,marketing,53850
0.66,1.0,4,192,2,0,0,0,sales,47600
0.83,0.9,4,195,3,0,0,0,sales,49750
0.89,0.86,3,261,4,0,0,0,sales,54050
0.94,0.61,4,199,3,0,0,0,sales,49950
0.24,0.85,4,160,5,0,0,0,sales,52000
0.69,0.8,3,177,4,0,0,0,sales,49850
0.45,0.46,3,179,2,1,0,0,sales,45950
0.78,0.93,4,161,3,0,0,0,sales,48050
0.91,0.38,5,279,5,0,0,0,sales,58950
0.63,0.65,4,246,6,1,0,0,sales,58300
0.71,0.8,4,199,2,0,0,0,sales,47950
0.73,0.69,3,161,3,0,0,0,sales,47050
0.69,0.52,5,219,3,0,0,0,sales,51950
0.52,0.57,5,162,3,0,0,0,sales,49100
0.78,0.66,4,258,3,0,0,0,sales,52900
0.94,0.69,3,269,3,0,0,0,sales,52450
0.55,0.73,4,201,3,0,0,0,sales,50050
0.43,0.38,2,278,3,1,0,0,sales,51900
0.77,0.66,3,147,2,0,0,0,sales,44350
0.59,0.8,5,247,3,0,0,0,accounting,53350
0.65,0.54,4,191,4,0,0,0,accounting,51550
0.82,0.37,2,280,3,0,0,0,accounting,52000
0.31,0.72,2,191,3,0,0,0,hr,47550
0.84,0.65,4,264,2,0,0,0,hr,51200
0.15,0.4,3,236,5,0,0,0,hr,54800
0.64,0.52,4,271,2,1,0,0,hr,51550
0.48,0.63,5,129,5,0,0,0,technical,51450
0.82,0.58,4,249,5,0,0,0,technical,56450
0.99,0.54,3,188,3,0,0,0,technical,48400
0.8,0.52,3,147,3,1,0,0,technical,46350
0.94,0.92,3,273,3,0,0,0,technical,52650
0.94,0.81,4,237,3,1,0,0,technical,51850
0.77,0.79,3,273,2,0,0,0,technical,50650
0.48,0.54,3,190,3,0,0,0,technical,48500
0.62,0.68,3,226,3,0,0,0,technical,50300
0.61,0.9,4,216,3,0,0,0,technical,50800
0.27,0.6,6,205,5,1,0,0,technical,56250
0.89,0.65,3,208,2,0,0,0,support,47400
0.58,0.81,4,266,2,0,0,0,support,51300
0.64,0.77,3,249,2,1,0,0,support,49450
0.73,0.88,5,134,2,1,0,0,support,45700
0.74,0.85,2,189,3,0,0,0,support,47450
0.75,0.82,4,143,2,0,0,0,support,45150
0.78,0.84,4,173,3,0,0,0,support,48650
0.18,0.95,6,248,3,0,0,0,support,54400
0.8,0.84,3,186,6,0,0,0,support,54300
0.89,0.64,5,191,3,0,0,0,support,50550
0.84,0.5,3,227,2,0,0,0,support,48350
0.64,0.38,2,269,5,0,0,0,technical,55450
0.53,0.82,3,254,3,1,0,0,technical,51700
0.15,0.66,4,180,4,0,0,0,technical,51000
0.66,0.62,3,144,3,0,0,0,management,46200
0.49,0.78,5,137,3,1,0,0,IT,47850
0.78,0.72,3,223,4,0,0,0,IT,52150
0.39,0.75,5,286,5,0,0,0,IT,59300
0.9,0.83,3,151,3,0,0,0,IT,46550
0.96,0.74,5,244,2,1,0,0,IT,51200
0.63,0.81,4,216,4,0,0,0,product_mng,52800
0.63,0.74,4,173,3,0,0,0,product_mng,48650
0.89,0.81,3,186,3,0,0,0,product_mng,48300
0.93,0.57,2,205,4,1,0,0,product_mng,50250
0.87,0.59,4,202,3,0,0,0,IT,50100
0.56,0.53,3,189,3,0,0,0,RandD,48450
0.97,0.55,4,181,5,1,0,0,RandD,53050
0.61,0.51,3,207,3,0,0,0,RandD,49350
0.73,0.46,4,240,4,1,0,0,RandD,54000
0.61,0.69,2,164,2,0,0,0,RandD,44200
0.99,0.71,4,212,2,0,0,0,marketing,48600
0.57,0.75,4,151,2,0,0,0,sales,45550
0.74,0.96,4,197,3,0,0,0,accounting,49850
0.86,0.61,5,265,3,0,0,0,support,54250
0.68,0.72,4,274,3,0,0,0,technical,53700
0.66,0.63,3,201,4,0,0,0,management,51050
0.86,0.89,3,250,2,0,0,0,marketing,49500
0.85,0.78,3,165,4,0,0,0,marketing,49250
0.98,0.53,5,186,3,0,0,0,marketing,50300
0.14,0.73,5,273,4,1,0,0,sales,56650
0.2,0.54,5,162,6,0,0,0,sales,55100
0.9,0.97,3,141,3,0,0,0,sales,46050
0.51,0.96,5,268,4,0,0,0,sales,56400
0.63,0.77,3,176,2,1,0,0,sales,45800
0.83,0.88,3,223,3,1,0,0,sales,50150
0.67,0.72,4,218,2,1,0,0,sales,48900
0.96,0.52,4,228,3,0,0,0,sales,51400
0.69,0.75,3,204,3,0,0,0,sales,49200
0.69,0.9,4,148,2,0,0,0,sales,45400
0.64,0.94,3,221,2,0,0,0,sales,48050
0.62,0.48,4,271,3,0,0,0,sales,53550
0.55,0.75,3,191,3,0,0,0,sales,48550
0.98,0.51,4,223,2,0,0,0,sales,49150
0.83,0.78,5,250,2,1,0,0,sales,51500
0.73,0.77,3,230,2,0,0,0,sales,48500
0.58,0.86,3,226,2,0,0,0,sales,48300
0.52,0.67,4,182,3,0,0,0,sales,49100
0.91,0.7,3,195,3,0,0,0,sales,48750
0.72,0.64,3,231,2,0,0,0,accounting,48550
0.7,0.74,3,224,3,0,0,0,accounting,50200
0.86,0.92,4,229,4,0,0,0,accounting,53450
0.82,0.57,2,158,3,1,0,0,hr,45900
0.83,0.78,4,242,3,1,0,0,hr,52100
0.99,0.64,3,183,3,0,0,0,hr,48150
0.88,0.58,5,213,4,0,0,0,hr,53650
0.68,0.74,4,263,2,1,0,0,technical,51150
0.9,0.49,3,237,2,0,0,0,technical,48850
0.59,0.67,6,126,3,0,0,0,technical,48300
0.76,0.71,6,168,2,0,0,0,technical,48400
0.23,0.63,5,151,4,1,0,0,technical,50550
0.8,0.85,4,239,3,0,0,0,technical,51950
0.62,0.49,4,174,3,0,0,0,technical,48700
0.28,0.46,5,277,6,0,0,0,technical,60850
0.81,0.97,3,133,3,0,0,0,technical,45650
0.64,0.91,4,150,3,0,0,0,technical,47500
0.76,0.6,5,244,3,1,0,0,technical,53200
0.79,0.87,3,232,2,0,0,0,support,48600
0.72,0.91,3,267,2,0,0,0,support,50350
0.22,0.59,5,162,2,0,0,0,support,47100
0.18,0.73,5,228,5,0,0,0,support,56400
0.91,0.49,2,180,3,0,0,0,support,47000
0.69,0.63,2,252,3,0,0,0,support,50600
0.91,0.66,5,212,3,0,0,0,support,51600
0.67,0.84,4,224,3,0,0,0,support,51200
0.98,0.62,2,240,3,1,0,0,support,50000
0.69,0.62,4,183,4,0,0,0,support,51150
0.96,0.74,5,160,5,1,0,0,support,53000
0.69,0.68,4,225,3,0,0,0,technical,51250
0.65,0.68,3,268,2,1,0,0,technical,50400
0.7,0.75,3,221,3,0,0,0,technical,50050
0.48,0.94,3,173,2,0,0,0,management,45650
0.48,0.51,4,103,4,0,0,0,IT,47150
0.16,0.89,4,196,3,1,0,0,IT,49800
0.72,0.97,3,239,3,0,0,0,IT,50950
0.91,0.71,3,171,2,0,0,0,IT,45550
0.74,0.54,3,243,3,0,0,0,IT,51150
0.56,0.56,2,153,2,0,0,0,product_mng,43650
0.56,0.41,6,142,3,0,0,0,product_mng,49100
0.88,0.55,5,168,2,0,0,0,product_mng,47400
0.86,0.9,5,180,4,0,0,0,product_mng,52000
0.66,0.84,4,186,3,0,0,0,IT,49300
0.41,0.45,3,236,2,0,0,0,RandD,48800
0.68,0.83,5,267,3,0,0,0,RandD,54350
0.59,0.47,3,129,2,0,0,0,RandD,43450
0.52,0.78,3,181,3,0,0,0,RandD,48050
0.3,0.54,2,99,2,0,0,0,RandD,40950
0.44,0.67,5,170,3,1,0,0,marketing,49500
0.75,0.64,3,195,3,0,0,0,sales,48750
0.23,0.94,4,149,6,0,0,0,accounting,53450
0.34,0.46,6,132,2,0,0,0,support,46600
0.52,0.59,3,164,3,0,0,0,technical,47200
0.79,0.83,4,250,2,0,0,0,management,50500
0.5,0.77,3,204,2,0,0,0,marketing,47200
0.89,0.65,3,210,3,0,0,0,marketing,49500
0.84,0.52,6,98,3,0,0,0,marketing,46900
0.26,0.47,3,241,4,0,0,0,sales,53050
0.57,0.96,5,203,4,0,0,0,sales,53150
0.14,0.99,3,257,4,1,0,0,sales,53850
0.94,0.62,5,201,2,0,0,0,sales,49050
0.3,0.58,2,124,3,0,0,0,sales,44200
0.29,0.43,6,175,3,0,0,0,sales,50750
0.82,0.75,3,161,3,0,0,0,sales,47050
0.62,0.75,4,183,4,1,0,0,sales,51150
0.64,0.99,5,262,5,0,0,0,sales,58100
0.17,0.52,4,184,4,0,0,0,sales,51200
0.75,0.56,3,207,3,0,0,0,sales,49350
0.49,0.73,4,185,3,0,0,0,sales,49250
0.84,0.58,4,180,2,0,0,0,sales,47000
0.48,0.96,4,224,2,1,0,0,sales,49200
0.54,0.53,3,184,3,0,0,0,sales,48200
0.76,0.99,5,252,3,1,0,0,sales,53600
0.77,0.84,4,196,3,0,0,0,sales,49800
0.95,0.97,4,203,2,0,0,0,sales,48150
0.72,0.83,4,181,3,0,0,0,sales,49050
0.74,0.67,4,148,3,0,0,0,accounting,47400
0.9,0.55,4,211,3,0,0,0,accounting,50550
0.67,0.55,3,246,3,0,0,0,accounting,51300
0.97,0.55,4,258,3,0,0,0,hr,52900
0.55,0.59,3,231,4,0,0,0,hr,52550
0.32,0.95,2,184,5,0,0,0,hr,51200
0.4,0.42,3,146,2,1,0,0,hr,44300
0.66,0.54,2,136,2,0,0,0,technical,42800
0.7,0.77,4,266,2,0,0,0,technical,51300
0.69,0.89,2,220,3,0,0,0,technical,49000
0.72,0.57,2,248,2,0,0,0,technical,48400
0.21,0.65,3,183,3,0,0,0,technical,48150
0.91,0.9,3,169,3,0,0,0,technical,47450
0.72,0.71,3,132,2,1,0,0,technical,43600
0.96,0.72,3,197,3,0,0,0,technical,48850
1.0,0.89,4,152,3,0,0,0,technical,47600
0.63,0.51,3,126,6,0,0,0,technical,51300
0.24,0.74,6,106,5,0,0,0,technical,51300
0.44,0.38,4,128,2,0,0,0,support,44400
0.92,0.57,3,191,3,0,0,0,support,48550
0.51,0.51,4,189,3,0,0,0,support,49450
0.77,0.71,5,141,3,0,0,0,support,48050
0.8,0.97,4,220,3,0,0,0,support,51000
0.84,0.46,5,118,3,0,0,0,support,46900
0.91,0.88,5,223,3,0,0,0,support,52150
0.64,0.61,3,263,3,0,0,0,support,52150
0.15,0.59,5,209,4,1,0,0,support,53450
0.74,0.58,4,193,3,0,0,0,support,49650
0.94,0.78,4,211,3,0,0,0,support,50550
0.57,0.58,3,192,3,0,0,0,technical,48600
0.92,0.63,5,156,3,0,0,0,technical,48800
0.76,0.54,5,278,2,1,0,0,technical,52900
0.73,0.92,3,199,3,1,0,0,management,48950
0.24,0.6,2,194,6,0,0,0,IT,53700
0.42,0.47,2,125,4,0,0,0,IT,46250
0.92,0.82,4,96,4,0,0,0,IT,46800
0.92,0.94,3,234,2,1,0,0,IT,48700
0.68,0.55,6,181,3,0,0,0,IT,51050
0.49,0.86,4,246,2,0,0,0,product_mng,50300
0.57,0.98,3,171,3,0,0,0,product_mng,47550
0.3,0.66,3,198,2,0,0,0,product_mng,46900
0.17,0.81,5,280,4,0,0,0,product_mng,57000
0.91,0.49,3,267,3,0,0,0,IT,52350
0.83,0.91,3,251,2,0,0,0,RandD,49550
0.87,0.76,5,182,3,0,0,0,RandD,50100
0.71,0.8,4,157,3,0,0,0,RandD,47850
0.88,0.5,3,206,2,0,0,0,RandD,47300
0.63,0.94,3,237,3,1,0,0,RandD,50850
0.99,0.58,2,166,3,0,0,0,marketing,46300
0.99,0.81,4,229,2,1,0,0,sales,49450
0.77,0.53,5,256,3,0,0,0,accounting,53800
0.64,0.69,5,114,6,0,0,0,support,52700
0.61,1.0,5,243,2,0,0,0,technical,51150
0.37,0.82,3,199,5,0,0,0,management,52950
0.19,1.0,4,188,4,1,0,0,marketing,51400
0.96,0.87,4,187,2,0,0,0,marketing,47350
0.8,0.62,4,216,2,0,0,0,marketing,48800
0.14,0.63,6,215,5,0,0,0,sales,56750
0.15,0.69,6,213,6,0,0,0,sales,58650
0.52,0.82,4,198,4,0,0,0,sales,51900
0.27,0.55,5,121,3,1,0,0,sales,47050
0.97,0.96,3,212,3,0,0,0,sales,49600
0.52,0.93,2,271,3,0,0,0,sales,51550
0.98,0.89,3,186,2,0,0,0,sales,46300
0.96,0.95,4,265,2,0,0,0,sales,51250
0.28,0.92,3,151,3,0,0,0,sales,46550
0.65,0.55,5,206,3,0,0,0,sales,51300
0.59,0.63,4,153,3,1,0,0,sales,47650
0.64,0.48,4,267,2,1,0,0,sales,51350
0.71,0.48,3,161,3,0,0,0,sales,47050
0.83,0.84,2,149,3,0,0,0,sales,45450
0.95,0.94,2,269,4,1,0,0,sales,53450
0.73,0.49,3,248,3,0,0,0,sales,51400
0.81,0.75,4,243,2,0,0,0,sales,50150
0.71,0.44,2,207,4,0,0,0,sales,50350
0.8,0.56,6,111,6,0,0,0,sales,53550
0.85,0.53,3,226,2,0,0,0,accounting,48300
0.41,0.7,2,151,3,1,0,0,accounting,45550
0.51,0.84,4,224,2,0,0,0,accounting,49200
0.49,0.57,4,146,4,0,0,0,hr,49300
0.76,0.55,4,163,2,1,0,0,hr,46150
0.57,0.69,4,255,3,0,0,0,hr,52750
0.54,0.48,6,196,2,0,0,0,hr,49800
0.68,0.74,3,227,2,0,0,0,technical,48350
0.7,0.5,3,251,2,0,0,0,technical,49550
0.77,0.87,4,209,3,0,0,0,technical,50450
0.95,0.51,3,254,4,0,0,0,technical,53700
0.5,0.64,3,249,2,1,0,0,technical,49450
0.99,0.53,4,131,3,1,0,0,technical,46550
0.94,0.51,5,142,2,0,0,0,technical,46100
0.83,0.66,3,239,3,0,0,0,technical,50950
0.64,0.81,3,225,3,1,0,0,technical,50250
0.16,0.73,6,170,3,0,0,0,technical,50500
0.83,0.71,3,254,2,0,0,0,technical,49700
0.93,0.73,4,156,2,0,0,0,support,45800
0.32,0.64,3,151,3,0,0,0,support,46550
0.12,0.9,3,200,3,0,0,0,support,49000
0.5,0.5,3,184,3,1,0,0,support,48200
0.57,0.74,3,257,2,0,0,0,support,49850
0.25,0.75,5,194,5,1,0,0,support,54700
0.98,0.56,3,139,2,1,0,0,support,43950
0.81,0.51,3,273,2,1,0,0,support,50650
0.94,0.63,5,261,3,0,0,0,support,54050
0.83,0.57,3,135,3,1,0,0,support,45750
0.77,0.4,4,207,5,0,0,0,support,54350
0.57,0.65,4,265,3,0,0,0,technical,53250
0.18,0.96,5,208,6,0,0,0,technical,57400
0.67,0.71,4,159,2,1,0,0,technical,45950
0.35,0.47,4,151,6,0,0,0,management,53550
0.78,0.44,3,97,4,0,0,0,IT,45850
0.72,0.79,4,154,3,0,0,0,IT,47700
0.9,0.58,3,264,3,0,0,0,IT,52200
0.58,0.49,3,135,2,0,0,0,IT,43750
0.64,0.56,3,238,2,0,0,0,IT,48900
0.91,0.79,4,166,3,0,0,0,product_mng,48300
0.59,0.51,3,156,3,0,0,0,product_mng,46800
0.76,0.8,3,202,3,0,0,0,product_mng,49100
0.76,0.85,3,204,2,1,0,0,product_mng,47200
0.51,0.69,3,135,3,0,0,0,IT,45750
0.54,0.55,4,252,3,0,0,0,RandD,52600
0.67,0.93,5,254,3,1,0,0,RandD,53700
0.68,0.44,5,165,3,0,0,0,RandD,49250
0.97,0.58,3,200,2,0,0,0,RandD,47000
0.5,0.74,3,155,3,0,0,0,RandD,46750
0.81,0.52,3,162,3,0,0,0,marketing,47100
0.77,0.73,4,159,3,1,0,0,sales,47950
0.59,0.75,4,266,3,0,0,0,accounting,53300
1.0,0.96,4,155,3,0,0,0,support,47750
0.74,0.95,5,170,4,0,0,0,technical,51500
0.91,0.52,4,172,4,1,0,0,management,50600
0.77,0.65,3,187,3,0,0,0,marketing,48350
0.79,0.98,4,185,2,0,0,0,marketing,47250
0.82,0.51,5,232,3,0,0,0,marketing,52600
0.89,0.96,5,260,3,0,0,0,sales,54000
0.83,0.62,4,218,3,0,0,0,sales,50900
0.72,0.7,4,217,3,0,0,0,sales,50850
0.7,0.74,3,212,3,0,0,0,sales,49600
