satisfaction_level,last_evaluation,number_project,average_monthly_hours,tenure,work_accident,left,promotion_last_5years,department,salary_usd
0.51,0.86,4,196,2,0,0,0,support,36253
0.18,0.51,6,227,2,0,0,0,support,40866
0.67,0.58,5,161,3,1,0,0,support,37549
0.65,0.85,3,213,2,0,0,0,support,39085
0.7,0.8,4,183,2,0,0,0,support,36947
0.59,0.59,3,194,2,1,0,0,support,33246
0.56,0.76,3,237,3,0,0,0,technical,44496
0.17,0.94,5,273,4,0,0,0,technical,44635
0.8,0.89,2,166,3,0,0,0,technical,34231
0.91,0.62,5,169,4,0,0,0,management,41359
0.51,0.54,3,154,3,1,0,0,IT,35523
0.76,0.59,3,201,6,1,0,0,IT,42748
0.82,0.59,3,178,2,0,0,0,IT,40830
0.44,0.66,3,161,3,0,0,0,IT,34562
0.5,0.48,4,269,3,0,0,0,IT,40755
0.54,0.49,3,203,3,1,0,0,product_mng,37641
0.56,0.63,4,271,2,1,0,0,product_mng,42828
0.77,0.66,6,181,4,0,0,0,product_mng,36683
0.39,0.38,4,135,2,0,0,0,product_mng,28436
0.52,0.62,3,275,2,0,0,0,IT,37982
0.63,0.91,3,252,2,0,0,0,RandD,34215
0.49,0.46,2,129,2,0,0,0,RandD,30187
0.2,0.47,4,230,4,0,0,0,RandD,42356
0.21,0.94,3,287,5,0,0,0,RandD,42323
0.85,0.98,5,156,2,0,0,0,RandD,31732
0.54,0.82,2,279,3,1,0,0,marketing,40423
0.23,0.88,5,156,4,0,0,0,sales,40456
0.65,0.96,3,168,2,0,0,0,accounting,29862
0.19,0.85,6,259,3,1,0,0,support,44900
0.76,0.58,4,188,3,0,0,0,technical,39543
0.83,0.8,4,149,3,0,0,0,management,37935
0.97,0.47,3,157,4,0,0,0,marketing,39596
0.67,1,3,201,4,0,0,0,marketing,44255
0.53,0.62,3,185,3,0,0,0,marketing,35559
0.34,0.71,2,160,3,1,0,0,sales,34573
0.58,0.48,5,251,3,0,0,0,sales,40508
0.96,0.68,5,145,3,1,0,0,sales,36254
0.72,0.76,3,269,3,1,0,0,sales,44482
0.58,0.62,3,213,2,0,0,0,sales,32987
0.39,0.67,6,276,6,0,0,0,sales,46047
0.24,0.57,5,232,3,0,0,0,sales,44042
0.64,0.73,4,184,3,0,0,0,sales,39850
0.98,0.55,3,260,3,0,0,0,sales,39292
0.64,0.99,3,214,2,0,0,0,sales,38536
0.56,0.41,2,194,2,0,0,0,sales,35353
0.53,0.74,5,181,2,0,0,0,sales,40300
0.62,0.57,4,215,3,0,0,0,sales,39036
0.85,0.69,3,194,4,0,0,0,sales,40964
0.76,0.85,4,190,3,0,0,0,sales,44205
0.69,0.5,3,260,4,0,0,0,sales,43195
0.35,0.67,2,171,3,0,0,0,sales,34973
0.54,0.47,2,193,4,0,0,0,sales,39256
0.63,0.49,3,252,3,0,0,0,sales,38886
0.58,0.58,5,171,2,0,0,0,accounting,42019
0.7,0.93,3,185,4,0,0,0,accounting,38400
0.48,0.51,4,152,4,0,0,0,accounting,36517
0.59,0.92,4,183,2,0,0,0,hr,33660
0.96,0.8,4,145,2,0,0,0,hr,36593
0.99,0.77,3,190,4,0,0,0,hr,40367
0.73,0.59,4,214,5,0,0,0,hr,40556
0.7,0.73,2,139,2,0,0,0,technical,33191
0.85,0.88,5,236,4,0,0,0,technical,38528
0.66,0.61,3,156,3,1,0,0,technical,35462
0.94,0.97,2,221,2,0,0,0,technical,36981
0.54,0.64,6,278,2,0,0,0,technical,46568
0.78,0.47,4,129,2,0,0,0,technical,31122
0.64,0.85,3,213,4,0,0,0,technical,36154
0.68,0.56,3,146,3,0,0,0,technical,32261
0.92,0.84,4,159,3,0,0,0,technical,32708
0.72,0.73,3,198,2,0,0,0,technical,38941
0.78,0.74,6,251,4,0,0,0,technical,47821
0.35,0.54,2,124,3,0,0,0,support,33300
0.97,0.77,5,223,2,0,0,0,support,41703
0.57,0.65,3,163,2,0,0,0,support,34184
0.9,0.66,4,242,3,0,0,0,support,39962
0.31,0.61,4,97,2,0,0,0,support,30617
0.17,0.5,4,267,6,0,0,0,support,45174
0.8,0.4,5,199,4,1,0,0,support,36580
0.19,0.76,3,107,5,0,0,0,support,36210
0.49,0.98,3,224,3,0,0,0,hr,38299
0.57,0.65,5,144,3,1,0,0,support,38063
0.22,0.96,3,213,3,0,0,0,support,38083
0.15,0.9,5,284,4,0,0,0,support,44293
0.62,0.67,5,259,3,0,0,0,technical,39772
0.61,0.41,3,103,2,0,0,0,technical,31030
0.87,0.81,5,236,3,0,0,0,technical,42645
0.54,0.75,4,199,2,0,0,0,management,33691
0.71,0.54,3,201,2,0,0,0,IT,35968
0.66,0.67,3,123,4,0,0,0,IT,35432
0.7,0.68,4,143,5,0,0,0,IT,36454
0.53,0.5,5,159,2,0,0,0,IT,33980
0.92,0.54,5,203,3,0,0,0,IT,39726
0.93,0.73,4,168,2,0,0,0,product_mng,32166
0.62,0.7,5,180,4,0,0,0,product_mng,40374
0.65,0.53,5,142,3,0,0,0,product_mng,33861
0.87,0.98,4,266,2,1,0,0,product_mng,42557
0.97,0.89,5,265,2,0,0,0,IT,46594
0.76,0.77,5,257,3,0,0,0,RandD,39698
0.96,0.55,4,234,4,0,0,0,RandD,42635
1,0.8,3,223,3,0,0,0,RandD,36533
0.99,0.85,5,261,4,0,0,0,RandD,46152
0.67,0.84,4,197,2,0,0,0,RandD,33286
0.61,0.52,4,171,2,0,0,0,marketing,36351
0.62,0.92,3,228,2,0,0,0,sales,34917
0.62,0.79,3,141,3,0,0,0,accounting,33732
0.97,0.76,3,147,3,1,0,0,support,31972
0.86,0.56,5,237,3,0,0,0,technical,42905
0.15,0.44,3,199,2,0,0,0,management,33557
0.14,0.95,4,144,5,0,0,0,marketing,39679
0.7,0.98,4,146,3,0,0,0,marketing,34539
0.95,0.7,4,139,3,0,0,0,marketing,34763
0.63,0.86,4,169,2,0,0,0,sales,35419
0.45,0.75,4,169,2,0,0,0,sales,33145
0.9,0.6,3,268,3,0,0,0,sales,41125
0.15,0.87,4,194,4,0,0,0,sales,43125
0.75,0.86,3,249,3,0,0,0,sales,37704
0.14,0.52,4,122,2,0,0,0,sales,35629
0.5,0.94,5,176,4,0,0,0,sales,43045
0.45,0.45,4,168,2,0,0,0,sales,32959
0.86,0.92,3,260,2,0,0,0,sales,35062
0.52,0.62,3,179,3,0,0,0,sales,36904
0.79,0.48,5,200,3,0,0,0,sales,37631
0.47,0.56,4,165,3,0,0,0,sales,41021
0.76,0.64,4,144,2,0,0,0,sales,33887
0.52,0.72,4,186,2,0,0,0,sales,33894
0.84,0.54,4,156,4,0,0,0,sales,34532
0.5,0.7,4,162,2,0,0,0,sales,37424
0.52,0.63,3,269,2,0,0,0,sales,37722
0.76,0.37,3,127,4,0,0,0,sales,35159
0.59,0.58,2,267,3,0,0,0,sales,42039
0.65,0.79,4,196,2,0,0,0,accounting,35189
0.68,0.83,3,144,2,0,0,0,accounting,32785
0.52,0.72,2,247,4,0,0,0,accounting,40108
0.92,0.5,5,258,3,0,0,0,hr,43608
0.53,0.84,4,219,2,0,0,0,hr,39026
0.5,0.95,2,208,2,0,0,0,hr,34649
0.98,0.77,4,184,3,0,0,0,hr,37459
0.85,0.6,5,178,2,0,0,0,technical,35470
0.49,0.83,4,194,3,0,0,0,technical,34105
0.52,0.73,4,245,4,0,0,0,technical,42494
0.96,0.77,3,193,3,0,0,0,technical,41580
0.86,0.85,3,254,3,0,0,0,technical,37690
0.35,0.59,3,281,2,0,0,0,technical,37817
0.99,0.97,5,229,2,0,0,0,technical,36773
0.52,0.92,4,112,2,0,0,0,technical,34011
0.75,0.91,4,243,3,0,0,0,technical,41371
0.67,0.66,3,151,3,0,0,0,technical,34353
0.49,0.37,4,216,4,0,0,0,technical,38104
0.51,0.62,3,110,3,0,0,0,support,32930
0.65,0.6,3,142,2,0,0,0,support,28888
0.73,0.8,4,251,2,1,0,0,support,39508
0.46,0.75,6,276,6,0,0,0,support,50378
0.94,0.82,4,159,2,1,0,0,support,31422
0.53,0.69,4,257,4,0,0,0,support,38618
0.6,0.79,5,154,2,0,0,0,support,39148
0.63,0.97,5,146,3,0,0,0,support,34770
0.75,0.77,4,204,2,0,0,0,support,39639
0.69,0.53,4,156,3,0,0,0,support,35515
0.81,0.5,4,170,4,0,0,0,support,37695
0.74,0.84,3,239,3,0,0,0,technical,40246
0.72,0.55,4,145,3,0,0,0,technical,33140
0.27,0.39,4,193,4,0,0,0,technical,39581
0.86,0.74,2,178,3,0,0,0,management,34246
0.5,0.59,3,260,3,0,0,0,IT,36898
0.82,0.5,3,198,4,0,0,0,IT,39443
0.73,0.51,4,249,5,0,0,0,IT,42891
0.7,0.72,4,202,3,0,0,0,IT,37807
0.9,0.72,4,143,3,0,0,0,IT,32224
0.72,0.95,2,178,4,1,0,0,product_mng,40678
0.63,0.85,3,151,4,1,0,0,product_mng,38441
0.84,0.99,4,134,3,0,0,0,product_mng,37210
0.98,0.92,5,221,3,1,0,0,product_mng,39286
0.41,0.48,6,165,4,0,0,0,IT,35327
0.72,0.58,4,255,2,0,0,0,RandD,44232
0.87,0.89,3,140,2,1,0,0,RandD,32547
0.63,0.71,5,141,2,0,0,0,RandD,32678
0.6,0.96,4,99,6,0,0,0,RandD,38592
0.58,0.79,5,197,3,0,0,0,RandD,41767
0.64,0.52,3,240,3,0,0,0,marketing,39142
0.74,0.62,3,216,3,1,0,0,sales,41196
0.93,0.7,5,206,4,0,0,0,accounting,43507
0.74,0.75,4,257,3,0,0,0,support,38259
0.98,0.6,4,160,3,0,0,0,technical,34415
0.87,0.82,5,138,3,1,0,0,management,38293
0.76,0.99,3,216,3,0,0,0,marketing,31218
0.15,0.91,6,281,3,0,0,0,marketing,43576
0.18,0.57,6,238,6,1,0,0,marketing,42722
1,0.67,3,199,4,0,0,0,sales,37458
0.98,0.63,3,135,3,0,0,0,sales,33202
0.73,0.97,3,165,2,0,0,0,sales,33054
0.67,0.72,3,180,3,0,0,0,sales,34819
0.9,0.74,3,227,3,0,0,0,sales,35807
0.54,0.53,3,251,2,0,0,0,sales,43979
0.15,0.39,5,229,4,0,0,0,sales,46618
0.58,0.54,4,199,2,0,0,0,sales,33644
0.81,0.51,4,271,2,0,0,0,sales,44105
0.17,0.51,5,221,3,0,0,0,sales,39051
0.68,0.73,4,251,3,0,0,0,sales,40972
0.68,0.49,4,153,4,0,0,0,sales,37091
0.7,0.93,4,241,3,0,0,0,sales,38500
0.49,0.68,4,201,4,0,0,0,sales,42109
0.55,0.96,4,267,3,0,0,0,sales,41764
0.48,0.84,3,146,2,1,0,0,sales,31808
0.63,0.98,4,210,3,0,0,0,sales,35338
0.83,0.69,4,233,2,0,0,0,sales,36016
0.48,0.87,3,221,2,0,0,0,sales,32646
0.98,0.96,5,183,3,1,0,0,accounting,38180
0.57,0.72,4,221,3,0,0,0,accounting,36158
0.72,0.66,3,167,3,0,0,0,accounting,34886
0.9,0.8,4,240,3,0,0,0,hr,43525
0.64,0.59,3,200,2,1,0,0,hr,38698
0.55,0.98,2,144,2,0,0,0,hr,31919
0.56,0.59,5,209,2,1,0,0,hr,37732
0.8,0.55,3,206,2,0,0,0,technical,40699
0.65,0.76,3,111,5,0,0,0,technical,37051
0.75,0.78,3,241,3,0,0,0,technical,38430
0.69,0.79,3,207,3,0,0,0,technical,33984
0.91,0.76,3,197,3,0,0,0,technical,38034
0.78,0.63,5,200,2,0,0,0,technical,39573
0.71,0.68,4,242,4,0,0,0,technical,40120
0.79,0.96,4,180,3,0,0,0,technical,37828
0.86,0.72,4,173,3,0,0,0,technical,35841
0.87,0.82,3,224,3,0,0,0,technical,37939
0.76,0.99,2,183,2,0,0,0,technical,27730
0.76,0.8,4,226,5,0,0,0,support,41845
0.74,0.66,3,257,3,0,0,0,support,42473
0.56,0.81,3,165,4,0,0,0,support,35371
0.54,0.91,3,142,2,0,0,0,support,32931
0.84,0.79,4,258,4,0,0,0,support,40610
0.55,0.69,5,193,2,0,0,0,support,38051
0.69,0.51,3,176,2,0,0,0,support,33958
0.79,0.88,4,188,3,0,0,0,support,35151
0.21,0.38,3,275,5,0,0,0,support,47281
0.57,0.58,3,132,3,0,0,0,support,36122
0.89,0.95,3,246,4,0,0,0,support,39487
0.72,0.98,3,181,4,0,0,0,technical,38994
0.56,0.58,5,266,3,0,0,0,technical,43643
0.84,0.68,4,151,2,0,0,0,technical,35755
0.94,0.76,3,257,4,1,0,0,management,37314
0.29,0.88,6,183,4,0,0,0,IT,43066
0.54,0.93,3,124,5,0,0,0,IT,34975
0.93,0.73,4,153,2,1,0,0,IT,33355
0.8,0.68,4,199,2,0,0,0,IT,43144
1,0.73,5,142,4,0,0,0,IT,38354
0.89,0.56,4,159,3,0,0,0,product_mng,35084
0.6,0.78,6,211,4,1,0,0,product_mng,36436
0.49,0.94,5,136,3,0,0,0,product_mng,39274
0.65,0.75,4,153,2,0,0,0,product_mng,30886
0.6,0.71,5,263,2,1,0,0,IT,38141
0.51,1,3,168,3,1,0,0,RandD,34771
0.74,0.89,4,234,3,1,0,0,RandD,43341
0.57,0.42,4,154,5,0,0,0,RandD,40733
0.82,0.84,5,173,2,0,0,0,RandD,35755
0.19,0.63,5,206,6,0,0,0,RandD,44570
0.5,0.64,4,208,2,0,0,0,marketing,35499
0.91,0.68,4,178,3,1,0,0,sales,37349
0.19,0.86,4,198,6,0,0,0,accounting,42683
0.94,0.84,4,220,3,0,0,0,support,41521
0.88,0.67,4,226,2,0,0,0,technical,40317
0.9,0.87,4,231,5,0,0,0,management,43884
0.49,0.96,2,206,2,0,0,0,marketing,34194
0.99,0.55,4,179,4,0,0,0,marketing,40404
0.72,0.81,4,200,2,0,0,0,marketing,36370
0.66,0.69,5,202,6,0,0,0,sales,40895
0.96,0.51,4,237,3,0,0,0,sales,38941
0.49,0.69,4,270,3,0,0,0,sales,41811
0.73,0.49,3,168,2,1,0,0,sales,36375
0.48,0.98,5,132,4,0,0,0,sales,36641
0.57,0.78,3,162,2,0,0,0,sales,30777
0.63,0.82,3,269,3,0,0,0,sales,40791
0.46,0.87,5,254,5,1,0,0,sales,44983
0.64,0.5,3,261,2,0,0,0,sales,39214
0.56,0.73,4,148,3,0,0,0,sales,37799
0.97,0.75,5,228,4,0,0,0,sales,44447
0.69,0.68,3,138,3,0,0,0,sales,32614
0.23,0.97,4,200,3,0,0,0,sales,36559
0.77,0.48,4,258,4,1,0,0,sales,39899
0.76,0.57,4,266,3,0,0,0,sales,43147
0.98,0.66,3,204,2,0,0,0,sales,39522
0.92,0.77,3,236,3,0,0,0,sales,38212
0.63,0.67,4,149,3,1,0,0,sales,34946
0.91,0.69,5,240,3,0,0,0,sales,44666
0.4,0.67,3,115,3,0,0,0,accounting,34213
0.82,0.62,4,267,3,1,0,0,accounting,42540
0.81,0.88,4,149,3,0,0,0,accounting,32572
0.61,0.69,3,224,3,0,0,0,hr,40096
0.3,0.57,2,158,2,0,0,0,hr,30377
0.59,0.72,2,107,3,0,0,0,hr,28814
0.2,0.56,3,217,5,0,0,0,hr,40183
0.75,0.56,2,212,2,0,0,0,technical,33935
0.59,0.79,3,270,3,0,0,0,technical,40146
0.63,0.53,4,243,2,0,0,0,technical,35147
0.77,0.68,5,162,4,1,0,0,technical,40997
0.82,0.6,5,232,2,0,0,0,technical,41919
0.6,0.85,5,187,4,0,0,0,technical,34981
0.83,0.72,3,259,2,0,0,0,technical,41096
0.67,0.6,4,209,2,0,0,0,technical,35023
0.78,0.61,3,227,3,0,0,0,hr,40692
0.84,0.56,5,97,6,0,0,0,technical,38178
0.68,0.79,5,139,4,0,0,0,technical,37521
0.74,0.92,4,258,3,1,0,0,technical,40537
0.63,0.64,3,208,2,1,0,0,support,39130
0.88,0.9,2,233,3,0,0,0,support,34851
1,0.81,3,168,4,0,0,0,support,38619
0.7,0.87,4,252,2,1,0,0,support,41953
0.5,0.71,5,171,4,0,0,0,support,40840
0.94,0.66,5,219,3,0,0,0,support,45761
0.67,0.54,3,213,4,0,0,0,support,38027
0.8,0.88,5,199,4,0,0,0,support,42843
0.7,0.88,4,245,2,0,0,0,support,38584
0.24,0.73,4,273,5,0,0,0,support,47833
0.98,1,4,202,3,0,0,0,support,38180
0.76,0.65,4,240,3,0,0,0,technical,39130
0.78,0.5,4,155,4,0,0,0,technical,40615
0.42,0.91,3,209,2,0,0,0,technical,34921
0.83,0.64,4,210,3,0,0,0,management,35068
0.98,0.81,4,266,6,0,0,0,IT,44607
0.64,0.81,2,226,2,0,0,0,IT,37647
0.67,0.75,4,133,2,0,0,0,IT,36730
0.26,0.39,3,99,4,0,0,0,IT,33927
0.97,0.64,3,237,3,0,0,0,IT,42345
0.48,0.6,4,230,3,0,0,0,product_mng,36204
0.84,0.55,4,149,2,0,0,0,product_mng,32941
0.71,0.74,4,206,4,0,0,0,product_mng,39178
1,0.84,3,185,3,0,0,0,product_mng,36163
0.6,0.76,5,269,2,0,0,0,IT,41160
0.95,0.37,6,233,5,0,0,0,RandD,46277
0.56,0.56,3,162,2,0,0,0,RandD,32687
0.75,0.49,2,173,3,1,0,0,RandD,35297
0.98,0.53,6,253,4,0,0,0,RandD,43937
0.7,0.72,5,134,3,0,0,0,RandD,33385
0.65,0.92,4,133,3,0,0,0,marketing,34465
0.8,0.81,5,143,2,0,0,0,sales,34290
0.49,0.78,3,264,4,0,0,0,accounting,41487
0.32,0.73,3,180,6,0,0,0,support,40779
0.88,0.54,3,235,2,1,0,0,technical,37639
0.8,0.97,4,232,2,0,0,0,management,37119
0.73,0.74,4,181,4,0,0,0,marketing,41831
0.72,0.58,3,198,2,0,0,0,marketing,32676
0.58,0.78,5,211,3,1,0,0,marketing,37747
0.66,0.96,4,216,3,0,0,0,sales,45849
0.63,0.79,3,197,3,1,0,0,sales,34455
0.69,0.56,2,214,2,0,0,0,sales,32115
0.49,0.59,3,185,3,0,0,0,sales,38286
0.6,0.45,3,173,2,0,0,0,sales,29157
0.5,0.63,4,229,4,0,0,0,sales,40461
0.34,0.81,4,116,3,1,0,0,sales,39264
0.79,0.6,5,223,3,0,0,0,sales,36287
0.98,0.68,4,154,3,0,0,0,sales,30845
0.96,0.97,5,240,2,0,0,0,sales,35752
0.88,0.89,3,139,2,0,0,0,sales,34895
0.6,0.61,2,275,2,0,0,0,sales,41361
0.62,0.73,3,158,3,1,0,0,sales,33818
0.4,0.72,3,204,4,1,0,0,sales,40608
0.16,0.82,5,121,2,0,0,0,sales,37025
0.81,0.98,5,243,6,0,0,0,sales,50118
0.69,0.69,4,195,2,0,0,0,sales,35734
0.66,0.51,5,149,3,0,0,0,sales,30696
0.66,0.62,5,214,2,0,0,0,sales,36147
0.61,0.53,4,266,3,0,0,0,accounting,40332
0.99,0.77,5,222,2,0,0,0,accounting,37952
0.73,0.54,3,283,6,0,0,0,accounting,45380
0.63,0.72,2,161,5,0,0,0,hr,40147
0.6,0.91,3,157,4,0,0,0,hr,39736
0.44,0.44,3,126,2,0,0,0,hr,31570
0.64,0.95,3,131,6,0,0,0,hr,40996
0.91,0.81,4,139,2,0,0,0,technical,34444
0.55,0.59,4,230,3,0,0,0,technical,39761
0.7,0.73,4,240,2,1,0,0,technical,40866
0.37,0.59,3,134,3,0,0,0,technical,34080
0.16,0.56,6,196,3,0,0,0,technical,44844
0.69,0.97,5,240,4,0,0,0,technical,38903
0.96,0.47,2,233,5,1,0,0,technical,39662
0.62,0.91,5,267,3,0,0,0,technical,42033
0.94,0.45,2,211,3,0,0,0,technical,37948
0.67,0.83,3,260,3,0,0,0,technical,43369
0.89,0.57,3,113,3,0,0,0,technical,32789
0.6,0.63,5,267,3,0,0,0,support,38794
0.89,0.62,5,196,3,0,0,0,support,40906
0.6,0.89,3,232,2,0,0,0,support,39187
0.93,0.95,2,156,3,1,0,0,support,29245
0.38,0.78,4,159,5,0,0,0,support,39040
0.62,0.57,3,223,3,1,0,0,support,34374
0.86,0.86,4,197,3,1,0,0,support,36288
0.61,0.62,2,192,2,1,0,0,support,32142
0.77,0.64,4,192,3,0,0,0,support,39723
0.85,0.73,4,174,3,0,0,0,support,37092
0.94,0.62,4,191,3,0,0,0,support,34436
0.59,0.59,4,270,2,0,0,0,technical,42300
0.9,0.92,3,139,3,0,0,0,technical,30565
0.86,0.65,4,243,2,0,0,0,technical,39575
0.72,0.7,3,238,2,0,0,0,management,35564
0.84,0.52,5,189,2,1,0,0,IT,36035
0.64,0.5,4,189,3,0,0,0,IT,38810
0.81,0.75,4,206,3,0,0,0,IT,39703
0.66,0.7,5,254,2,0,0,0,IT,43542
0.75,0.55,3,253,6,0,0,0,IT,44144
0.54,0.67,3,243,2,0,0,0,product_mng,38616
0.98,0.76,3,224,2,0,0,0,product_mng,35805
0.8,0.85,4,139,2,0,0,0,product_mng,34004
0.68,0.7,5,270,3,0,0,0,product_mng,43598
0.54,0.57,3,257,2,0,0,0,IT,38304
0.88,0.84,4,170,2,0,0,0,RandD,30590
0.71,0.62,3,222,3,0,0,0,RandD,39128
0.77,0.58,2,247,2,1,0,0,RandD,38061
0.6,0.6,4,201,3,0,0,0,RandD,36449
0.53,0.75,4,263,5,0,0,0,RandD,41039
0.85,0.5,3,168,2,1,0,0,marketing,37789
0.59,0.75,4,190,2,0,0,0,sales,37328
0.23,0.77,4,140,5,0,0,0,accounting,37527
0.7,0.6,3,224,3,0,0,0,support,35557
0.92,0.49,5,145,3,0,0,0,technical,34195
0.95,0.37,4,285,3,0,0,0,management,45606
0.39,0.43,3,154,3,0,0,0,marketing,35244
0.85,0.8,4,200,2,0,0,0,marketing,35223
0.98,0.7,3,255,2,1,0,0,marketing,39724
0.15,0.48,6,204,6,1,0,0,sales,42564
0.68,0.54,3,270,4,1,0,0,sales,45952
0.24,0.91,5,177,5,0,0,0,sales,44232
0.77,0.59,4,140,3,0,0,0,sales,33933
0.36,0.69,3,165,3,0,0,0,sales,33878
0.5,0.89,3,187,4,1,0,0,sales,31504
0.2,0.98,4,166,4,1,0,0,sales,34196
0.86,0.56,5,141,2,0,0,0,sales,31201
0.84,0.63,4,135,2,0,0,0,sales,33687
0.9,0.98,5,148,4,0,0,0,sales,37084
0.4,0.51,3,120,6,0,0,0,sales,34336
0.63,0.62,3,141,3,0,0,0,sales,33547
0.73,0.95,3,222,4,0,0,0,sales,41063
0.25,0.67,2,136,6,0,0,0,sales,38919
0.7,0.57,3,180,2,0,0,0,sales,29950
0.6,0.97,3,187,3,1,0,0,sales,36229
0.99,0.66,3,202,3,0,0,0,sales,33841
0.29,0.86,3,251,4,0,0,0,sales,43504
0.53,0.63,4,259,2,0,0,0,sales,41510
0.83,0.76,3,262,2,0,0,0,accounting,36554
0.18,0.92,5,251,4,0,0,0,accounting,41134
0.14,0.74,4,117,5,0,0,0,accounting,35796
0.5,0.66,4,155,2,0,0,0,hr,28718
0.36,0.89,3,197,6,0,0,0,hr,42389
0.34,0.56,3,139,2,0,0,0,hr,31967
0.51,0.75,4,175,2,0,0,0,hr,37775
0.5,0.52,5,137,3,1,0,0,technical,33103
0.69,0.93,3,228,4,0,0,0,technical,38552
0.52,0.51,2,232,4,0,0,0,technical,35633
0.32,0.5,2,143,3,0,0,0,technical,30939
0.88,0.99,3,190,5,0,0,0,technical,36745
0.6,0.87,3,196,3,1,0,0,technical,39489
0.72,0.8,3,213,3,0,0,0,technical,36104
0.65,0.9,3,200,3,0,0,0,technical,37510
0.82,0.78,5,166,2,0,0,0,technical,34848
0.67,0.92,5,258,3,0,0,0,technical,38726
0.44,0.87,5,104,4,0,0,0,technical,35279
0.52,0.85,5,173,2,0,0,0,support,37647
0.54,0.51,2,176,3,0,0,0,support,32080
0.67,0.76,5,181,3,0,0,0,support,40072
0.16,0.64,6,143,5,1,0,0,support,37925
0.81,0.73,4,186,3,0,0,0,support,36192
0.77,0.85,3,136,3,0,0,0,support,35326
0.84,0.99,4,219,2,0,0,0,support,35891
0.56,0.56,5,229,4,1,0,0,support,42043
0.67,0.97,5,239,3,0,0,0,support,40163
0.65,0.7,4,182,2,0,0,0,support,36023
0.39,0.57,2,132,3,0,0,0,support,26948
0.77,0.75,3,272,3,0,0,0,technical,36225
0.41,0.96,5,167,3,1,0,0,technical,38889
0.59,0.67,3,180,2,0,0,0,technical,37292
0.14,0.72,6,100,5,0,0,0,management,35623
0.6,0.82,4,134,2,0,0,0,IT,32689
0.14,0.98,6,221,5,0,0,0,IT,44686
0.88,0.8,3,166,2,0,0,0,IT,35733
0.6,0.91,4,214,2,0,0,0,IT,32230
1,0.49,4,227,3,1,0,0,IT,37234
0.56,0.98,4,207,3,0,0,0,product_mng,37618
0.72,0.54,3,286,6,0,0,0,product_mng,47757
0.59,0.83,3,240,3,1,0,0,product_mng,45446
0.74,0.75,4,111,4,1,0,0,product_mng,34579
0.52,0.69,4,164,2,0,0,0,IT,31282
0.77,0.74,2,187,6,0,0,0,RandD,41155
0.48,0.81,4,248,2,0,0,0,RandD,42302
0.99,0.56,5,210,2,0,0,0,RandD,38270
0.23,0.78,4,163,6,0,0,0,RandD,38483
0.63,1,5,241,4,0,0,0,RandD,44944
0.51,0.83,3,136,3,0,0,0,marketing,35658
0.54,0.55,4,208,5,0,0,0,sales,38934
0.53,0.73,5,174,3,0,0,0,accounting,38653
0.72,0.84,4,250,3,0,0,0,support,43093
0.57,0.61,2,189,2,1,0,0,technical,37204
0.81,0.77,3,204,3,0,0,0,management,37233
0.64,0.57,4,217,3,0,0,0,marketing,38054
0.77,0.57,5,162,3,0,0,0,marketing,40168
0.83,0.55,3,257,2,0,0,0,marketing,35524
0.6,0.71,3,195,2,0,0,0,sales,36546
0.86,0.87,5,156,4,0,0,0,sales,34874
0.5,0.55,2,128,3,0,0,0,sales,35363
0.6,0.75,5,233,3,1,0,0,sales,40004
0.85,0.73,4,260,4,0,0,0,sales,45771
0.4,0.87,5,250,4,0,0,0,sales,44228
0.38,0.79,5,176,3,0,0,0,sales,34741
0.96,0.59,6,133,5,0,0,0,sales,43111
0.59,0.57,4,197,2,0,0,0,sales,40328
0.56,0.5,3,156,3,1,0,0,sales,37205
0.84,0.96,3,162,3,0,0,0,sales,33396
0.94,0.99,3,207,2,0,0,0,sales,35284
0.72,0.63,3,223,2,1,0,0,sales,37213
0.82,0.7,3,149,2,0,0,0,sales,31390
1,0.95,3,275,3,1,0,0,sales,45180
0.62,0.77,3,271,2,0,0,0,sales,39610
0.76,0.89,3,273,2,1,0,0,sales,32591
0.23,0.74,5,219,4,0,0,0,sales,42298
0.7,0.99,5,135,4,0,0,0,sales,36379
0.71,0.88,3,158,3,0,0,0,accounting,34912
0.32,0.37,3,167,3,0,0,0,accounting,34628
0.69,0.67,4,274,4,0,0,0,accounting,45317
0.66,0.59,3,145,3,0,0,0,hr,37249
0.72,0.83,3,132,2,0,0,0,technical,33007
0.74,0.93,5,140,3,0,0,0,technical,35151
0.53,0.79,3,206,3,0,0,0,technical,37396
0.99,0.92,4,229,2,0,0,0,technical,38098
0.75,0.85,4,272,4,0,0,0,technical,41193
0.86,0.78,4,164,2,0,0,0,technical,36247
0.93,0.86,4,145,3,0,0,0,technical,36500
0.81,0.95,3,212,3,0,0,0,technical,41651
0.49,0.67,3,254,2,1,0,0,technical,41538
0.97,0.72,5,260,4,0,0,0,technical,41785
0.62,0.89,3,201,3,0,0,0,technical,39300
0.75,0.79,4,176,4,1,0,0,support,36022
0.87,0.58,3,140,3,1,0,0,support,35939
0.93,0.65,5,201,3,0,0,0,support,37758
0.74,0.68,3,206,2,1,0,0,support,33441
0.68,0.57,3,197,3,1,0,0,support,37750
0.49,0.63,3,245,4,0,0,0,support,34263
0.75,0.84,3,145,3,1,0,0,support,30072
0.95,0.58,4,131,5,0,0,0,support,37206
0.95,0.75,5,235,3,1,0,0,support,40956
